Property State,YearMonth,UnemploymentRate,HPI (Seasonally Adjusted)
AR,200107,5.0,143.17
AR,200108,4.7,143.17
AR,200109,4.5,143.17
AR,200110,4.4,144.8
AR,200111,4.8,144.8
AR,200112,5.3,144.8
AR,200201,6.2,145.74
AR,200202,5.9,145.74
AR,200203,5.6,145.74
AR,200204,5.3,146.93
AR,200205,5.2,146.93
AR,200206,5.6,146.93
AR,200207,5.6,149.2
AR,200208,5.1,149.2
AR,200209,4.7,149.2
AR,200210,4.5,150.38
AR,200211,4.9,150.38
AR,200212,5.3,150.38
AR,200301,6.2,152.17
AR,200302,6.0,152.17
AR,200303,5.7,152.17
AR,200304,5.5,154.35
AR,200305,5.7,154.35
AR,200306,6.4,154.35
AR,200307,6.3,156.22
AR,200308,5.8,156.22
AR,200309,5.6,156.22
AR,200310,5.2,159.12
AR,200311,5.4,159.12
AR,200312,5.4,159.12
AR,200401,6.4,160.76
AR,200402,6.1,160.76
AR,200403,6.0,160.76
AR,200404,5.4,164.36
AR,200405,5.5,164.36
AR,200406,6.0,164.36
AR,200407,6.0,166.84
AR,200408,5.3,166.84
AR,200409,5.1,166.84
AR,200410,4.9,169.14
AR,200411,5.0,169.14
AR,200412,5.4,169.14
AR,200501,6.0,172.34
AR,200502,5.9,172.34
AR,200503,5.3,172.34
AR,200504,4.9,175.08
AR,200505,5.1,175.08
AR,200506,5.4,175.08
AR,200507,5.6,177.28
AR,200508,5.1,177.28
AR,200509,5.2,177.28
AR,200510,4.8,181.01
AR,200511,5.0,181.01
AR,200512,5.0,181.01
AR,200601,5.5,185.02
AR,200602,5.6,185.02
AR,200603,5.2,185.02
AR,200604,5.1,186.7
AR,200605,5.1,186.7
AR,200606,5.5,186.7
AR,200607,5.7,189.18
AR,200608,5.2,189.18
AR,200609,5.0,189.18
AR,200610,4.6,190.62
AR,200611,4.9,190.62
AR,200612,5.1,190.62
AR,200701,6.0,192.3
AR,200702,5.8,192.3
AR,200703,5.3,192.3
AR,200704,5.2,192.21
AR,200705,5.3,192.21
AR,200706,5.7,192.21
AR,200707,6.0,194.26
AR,200708,5.4,194.26
AR,200709,5.3,194.26
AR,200710,4.8,194.4
AR,200711,4.8,194.4
AR,200712,5.3,194.4
AR,200801,5.8,193.29
AR,200802,5.3,193.29
AR,200803,5.0,193.29
AR,200804,4.5,189.72
AR,200805,5.0,189.72
AR,200806,5.4,189.72
AR,200807,5.6,188.25
AR,200808,5.4,188.25
AR,200809,5.3,188.25
AR,200810,5.3,188.08
AR,200811,5.7,188.08
AR,200812,6.5,188.08
AR,200901,7.8,184.94
AR,200902,8.0,184.94
AR,200903,7.8,184.94
AR,200904,7.4,184.11
AR,200905,7.8,184.11
AR,200906,8.2,184.11
AR,200907,8.2,183.22
AR,200908,7.6,183.22
AR,200909,7.4,183.22
AR,200910,7.3,183.5
AR,200911,7.3,183.5
AR,200912,7.8,183.5
AR,201001,8.7,188.05
AR,201002,8.6,188.05
AR,201003,8.1,188.05
AR,201004,7.5,178.07
AR,201005,7.5,178.07
AR,201006,7.8,178.07
AR,201007,8.1,181.87
AR,201008,7.7,181.87
AR,201009,7.5,181.87
AR,201010,7.2,176.68
AR,201011,7.6,176.68
AR,201012,7.8,176.68
AR,201101,8.9,175.34
AR,201102,8.6,175.34
AR,201103,8.0,175.34
AR,201104,7.5,177.21
AR,201105,7.7,177.21
AR,201106,8.3,177.21
AR,201107,8.3,173.13
AR,201108,7.9,173.13
AR,201109,7.7,173.13
AR,201110,7.2,174.84
AR,201111,7.1,174.84
AR,201112,7.5,174.84
AR,201201,8.2,177.8
AR,201202,7.9,177.8
AR,201203,7.3,177.8
AR,201204,6.7,177.63
AR,201205,7.1,177.63
AR,201206,7.6,177.63
AR,201207,7.9,181.79
AR,201208,7.2,181.79
AR,201209,6.8,181.79
AR,201210,6.6,180.74
AR,201211,6.5,180.74
AR,201212,7.1,180.74
AR,201301,8.2,180.89
AR,201302,7.7,180.89
AR,201303,7.1,180.89
AR,201304,6.7,185.31
AR,201305,7.0,185.31
AR,201306,7.5,185.31
AR,201307,7.5,184.89
AR,201308,7.0,184.89
AR,201309,6.7,184.89
AR,201310,6.5,185.29
AR,201311,6.3,185.29
AR,201312,6.4,185.29
AR,201401,7.0,183.75
AR,201402,6.8,183.75
AR,201403,6.3,183.75
AR,201404,5.5,185.26
AR,201405,5.7,185.26
AR,201406,6.0,185.26
AR,201407,6.4,186.93
AR,201408,5.9,186.93
AR,201409,5.4,186.93
AR,201410,5.0,187.77
AR,201411,5.1,187.77
AR,201412,5.3,187.77
AR,201501,6.2,191.62
AR,201502,5.8,191.62
AR,201503,5.4,191.62
AR,201504,5.0,187.8
AR,201505,5.2,187.8
AR,201506,5.3,187.8
AR,201507,5.4,191.76
AR,201508,4.7,191.76
AR,201509,4.4,191.76
AR,201510,4.0,194.74
AR,201511,4.0,194.74
AR,201512,4.2,194.74
AR,201601,4.7,195.0
AR,201602,4.6,195.0
AR,201603,4.1,195.0
AR,201604,3.6,195.88
AR,201605,3.7,195.88
AR,201606,4.3,195.88
AR,201607,4.4,197.21
AR,201608,4.0,197.21
AR,201609,3.8,197.21
AR,201610,3.4,199.21
AR,201611,3.4,199.21
AR,201612,3.7,199.21
AR,201701,4.4,199.79
AR,201702,4.3,199.79
AR,201703,3.7,199.79
AR,201704,3.3,202.76
AR,201705,3.5,202.76
AR,201706,4.0,202.76
AR,201707,4.2,203.21
AR,201708,3.9,203.21
AR,201709,3.5,203.21
AR,201710,3.2,206.31
AR,201711,3.3,206.31
AR,201712,3.6,206.31
AR,201801,4.4,210.39
AR,201802,4.2,210.39
AR,201803,3.8,210.39
AR,201804,3.4,211.68
AR,201805,3.3,211.68
AR,201806,4.0,211.68
AR,201807,4.0,212.68
AR,201808,3.5,212.68
AR,201809,3.3,212.68
AR,201810,3.1,214.72
AR,201811,3.1,214.72
AR,201812,3.5,214.72
AR,201901,4.4,217.3
AR,201902,4.0,217.3
AR,201903,3.5,217.3
AR,201904,3.0,221.01
AR,201905,3.2,221.01
AR,201906,3.8,221.01
AR,201907,4.1,222.83
AR,201908,3.5,222.83
AR,201909,3.2,222.83
AR,201910,2.9,224.15
AR,201911,3.0,224.15
AR,201912,3.3,224.15
AR,202001,4.0,225.73
AR,202002,3.7,225.73
AR,202003,5.3,225.73
AR,202004,9.6,228.17
AR,202005,8.8,228.17
AR,202006,8.2,228.17
AR,202007,8.1,233.93
AR,202008,6.3,233.93
AR,202009,5.7,233.93
AR,202010,4.6,240.09
AR,202011,4.5,240.09
AR,202012,4.8,240.09
AR,202101,5.4,250.19
AR,202102,5.3,250.19
AR,202103,4.7,250.19
AR,202104,4.3,255.69
AR,202105,4.2,255.69
AR,202106,4.8,255.69
AR,202107,4.5,269.36
AR,202108,3.8,269.36
AR,202109,3.2,269.36
AR,202110,2.7,280.85
AR,202111,2.6,280.85
AR,202112,2.8,280.85
AR,202201,3.8,296.99
AR,202202,3.6,296.99
AR,202203,3.1,296.99
AR,202204,2.9,305.52
AR,202205,3.0,305.52
AR,202206,3.6,305.52
AR,202207,3.7,315.79
AR,202208,3.4,315.79
AR,202209,3.0,315.79
AR,202210,2.6,322.32
AR,202211,2.6,322.32
AR,202212,2.7,322.32
AR,202301,3.4,325.2
AR,202302,3.2,325.2
AR,202303,2.9,325.2
AR,202304,2.5,331.45
AR,202305,2.8,331.45
AR,202306,3.4,331.45
AR,202307,3.6,335.57
AR,202308,3.5,335.57
AR,202309,3.3,335.57
AR,202310,3.0,339.31
AR,202311,3.0,339.31
AR,202312,3.2,339.31
AR,202401,3.8,346.45
AR,202402,3.8,346.45
AR,202403,3.4,346.45
AR,202404,3.0,349.9
AR,202405,3.2,349.9
AR,202406,3.8,349.9
AR,202407,4.0,354.99
AR,202408,3.6,354.99
AR,202409,3.2,354.99
AR,202410,3.1,360.12
AR,202411,3.3,360.12
AR,202412,3.4,360.12
AR,202501,3.9,358.17
AR,202502,4.2,358.17
AR,202503,3.7,358.17
CA,199901,6.1,98.03
CA,199902,6.0,98.03
CA,199903,5.7,98.03
CA,199904,5.3,100.52
CA,199905,4.7,100.52
CA,199906,5.3,100.52
CA,199907,5.5,102.86
CA,199908,5.1,102.86
CA,199909,5.0,102.86
CA,199910,4.8,105.25
CA,199911,4.9,105.25
CA,199912,4.7,105.25
CA,200001,5.4,108.2
CA,200002,5.3,108.2
CA,200003,5.4,108.2
CA,200004,4.7,111.62
CA,200005,4.8,111.62
CA,200006,5.0,111.62
CA,200007,5.2,114.98
CA,200008,5.1,114.98
CA,200009,4.6,114.98
CA,200010,4.5,118.69
CA,200011,4.6,118.69
CA,200012,4.4,118.69
CA,200101,5.2,123.53
CA,200102,5.0,123.53
CA,200103,5.2,123.53
CA,200104,4.9,127.84
CA,200105,4.6,127.84
CA,200106,5.3,127.84
CA,200107,5.5,131.24
CA,200108,5.7,131.24
CA,200109,5.5,131.24
CA,200110,6.0,134.03
CA,200111,6.3,134.03
CA,200112,6.3,134.03
CA,200201,7.1,137.66
CA,200202,6.9,137.66
CA,200203,7.0,137.66
CA,200204,6.7,142.18
CA,200205,6.3,142.18
CA,200206,6.8,142.18
CA,200207,7.0,148.4
CA,200208,6.8,148.4
CA,200209,6.4,148.4
CA,200210,6.5,155.2
CA,200211,6.8,155.2
CA,200212,6.8,155.2
CA,200301,7.4,161.24
CA,200302,7.2,161.24
CA,200303,7.2,161.24
CA,200304,6.8,167.29
CA,200305,6.5,167.29
CA,200306,7.3,167.29
CA,200307,7.2,173.23
CA,200308,6.9,173.23
CA,200309,6.6,173.23
CA,200310,6.6,180.35
CA,200311,6.7,180.35
CA,200312,6.3,180.35
CA,200401,7.0,190.88
CA,200402,6.7,190.88
CA,200403,7.0,190.88
CA,200404,6.3,200.88
CA,200405,6.0,200.88
CA,200406,6.4,200.88
CA,200407,6.5,213.37
CA,200408,6.0,213.37
CA,200409,5.7,213.37
CA,200410,5.7,227.66
CA,200411,5.8,227.66
CA,200412,5.6,227.66
CA,200501,6.2,239.35
CA,200502,6.1,239.35
CA,200503,5.8,239.35
CA,200504,5.3,251.9
CA,200505,5.0,251.9
CA,200506,5.4,251.9
CA,200507,5.5,264.68
CA,200508,5.2,264.68
CA,200509,5.1,264.68
CA,200510,5.0,276.82
CA,200511,5.2,276.82
CA,200512,4.9,276.82
CA,200601,5.3,283.61
CA,200602,5.3,283.61
CA,200603,5.1,283.61
CA,200604,4.8,286.62
CA,200605,4.5,286.62
CA,200606,4.9,286.62
CA,200607,5.2,284.57
CA,200608,4.9,284.57
CA,200609,4.6,284.57
CA,200610,4.4,278.79
CA,200611,4.7,278.79
CA,200612,4.7,278.79
CA,200701,5.5,273.38
CA,200702,5.3,273.38
CA,200703,5.2,273.38
CA,200704,5.0,272.57
CA,200705,4.7,272.57
CA,200706,5.3,272.57
CA,200707,5.6,266.05
CA,200708,5.4,266.05
CA,200709,5.4,266.05
CA,200710,5.3,251.77
CA,200711,5.5,251.77
CA,200712,5.8,251.77
CA,200801,6.4,233.49
CA,200802,6.2,233.49
CA,200803,6.5,233.49
CA,200804,6.0,213.61
CA,200805,6.4,213.61
CA,200806,7.0,213.61
CA,200807,7.6,193.74
CA,200808,7.8,193.74
CA,200809,7.7,193.74
CA,200810,8.0,180.55
CA,200811,8.4,180.55
CA,200812,9.1,180.55
CA,200901,10.5,170.39
CA,200902,10.9,170.39
CA,200903,11.2,170.39
CA,200904,10.8,163.98
CA,200905,11.0,163.98
CA,200906,11.7,163.98
CA,200907,12.0,161.75
CA,200908,11.9,161.75
CA,200909,11.8,161.75
CA,200910,11.9,164.51
CA,200911,11.9,164.51
CA,200912,12.1,164.51
CA,201001,13.0,167.1
CA,201002,12.8,167.1
CA,201003,12.8,167.1
CA,201004,12.1,166.61
CA,201005,11.8,166.61
CA,201006,12.2,166.61
CA,201007,12.6,165.91
CA,201008,12.4,165.91
CA,201009,12.0,165.91
CA,201010,11.9,162.58
CA,201011,12.3,162.58
CA,201012,12.1,162.58
CA,201101,12.6,159.3
CA,201102,12.3,159.3
CA,201103,12.1,159.3
CA,201104,11.5,155.45
CA,201105,11.3,155.45
CA,201106,12.1,155.45
CA,201107,12.2,152.17
CA,201108,11.9,152.17
CA,201109,11.5,152.17
CA,201110,11.3,151.65
CA,201111,11.0,151.65
CA,201112,11.0,151.65
CA,201201,11.4,151.89
CA,201202,11.2,151.89
CA,201203,11.0,151.89
CA,201204,10.3,153.66
CA,201205,10.1,153.66
CA,201206,10.7,153.66
CA,201207,10.9,158.07
CA,201208,10.5,158.07
CA,201209,9.7,158.07
CA,201210,9.7,161.8
CA,201211,9.5,161.8
CA,201212,9.7,161.8
CA,201301,10.4,169.23
CA,201302,9.8,169.23
CA,201303,9.4,169.23
CA,201304,8.8,177.93
CA,201305,8.6,177.93
CA,201306,9.4,177.93
CA,201307,9.4,187.64
CA,201308,9.1,187.64
CA,201309,8.6,187.64
CA,201310,8.6,195.69
CA,201311,8.3,195.69
CA,201312,8.0,195.69
CA,201401,8.5,199.92
CA,201402,8.4,199.92
CA,201403,8.3,199.92
CA,201404,7.3,204.17
CA,201405,7.2,204.17
CA,201406,7.5,204.17
CA,201407,8.0,207.62
CA,201408,7.7,207.62
CA,201409,7.1,207.62
CA,201410,7.0,211.07
CA,201411,7.0,211.07
CA,201412,6.7,211.07
CA,201501,7.3,214.85
CA,201502,6.9,214.85
CA,201503,6.7,214.85
CA,201504,6.2,218.95
CA,201505,6.2,218.95
CA,201506,6.3,218.95
CA,201507,6.5,222.04
CA,201508,6.1,222.04
CA,201509,5.7,222.04
CA,201510,5.7,225.75
CA,201511,5.7,225.75
CA,201512,5.6,225.75
CA,201601,6.0,230.32
CA,201602,5.8,230.32
CA,201603,5.8,230.32
CA,201604,5.4,234.06
CA,201605,4.9,234.06
CA,201606,5.7,234.06
CA,201607,5.8,238.04
CA,201608,5.7,238.04
CA,201609,5.4,238.04
CA,201610,5.4,241.67
CA,201611,5.1,241.67
CA,201612,5.2,241.67
CA,201701,5.7,246.27
CA,201702,5.4,246.27
CA,201703,5.1,246.27
CA,201704,4.7,250.9
CA,201705,4.4,250.9
CA,201706,4.9,250.9
CA,201707,5.2,255.96
CA,201708,5.1,255.96
CA,201709,4.5,255.96
CA,201710,4.3,261.27
CA,201711,4.3,261.27
CA,201712,4.3,261.27
CA,201801,4.8,265.88
CA,201802,4.6,265.88
CA,201803,4.5,265.88
CA,201804,4.1,271.29
CA,201805,3.7,271.29
CA,201806,4.4,271.29
CA,201807,4.4,273.45
CA,201808,4.4,273.45
CA,201809,4.0,273.45
CA,201810,4.0,276.92
CA,201811,4.0,276.92
CA,201812,4.2,276.92
CA,201901,4.9,278.98
CA,201902,4.4,278.98
CA,201903,4.5,278.98
CA,201904,3.8,280.37
CA,201905,3.6,280.37
CA,201906,4.2,280.37
CA,201907,4.4,283.99
CA,201908,4.2,283.99
CA,201909,3.7,283.99
CA,201910,3.8,287.87
CA,201911,3.8,287.87
CA,201912,3.9,287.87
CA,202001,4.5,291.49
CA,202002,4.3,291.49
CA,202003,6.3,291.49
CA,202004,15.7,297.02
CA,202005,15.6,297.02
CA,202006,13.9,297.02
CA,202007,13.6,297.51
CA,202008,11.8,297.51
CA,202009,9.9,297.51
CA,202010,8.8,309.78
CA,202011,8.7,309.78
CA,202012,8.9,309.78
CA,202101,9.1,325.68
CA,202102,8.8,325.68
CA,202103,8.5,325.68
CA,202104,8.3,339.26
CA,202105,7.6,339.26
CA,202106,8.2,339.26
CA,202107,7.7,356.7
CA,202108,7.3,356.7
CA,202109,6.3,356.7
CA,202110,5.9,374.22
CA,202111,5.4,374.22
CA,202112,5.0,374.22
CA,202201,5.6,388.92
CA,202202,5.0,388.92
CA,202203,4.5,388.92
CA,202204,4.0,405.29
CA,202205,3.7,405.29
CA,202206,4.2,405.29
CA,202207,4.1,410.32
CA,202208,4.2,410.32
CA,202209,3.8,410.32
CA,202210,4.0,400.44
CA,202211,4.1,400.44
CA,202212,4.0,400.44
CA,202301,4.7,395.18
CA,202302,4.8,395.18
CA,202303,4.7,395.18
CA,202304,4.1,394.21
CA,202305,4.3,394.21
CA,202306,4.7,394.21
CA,202307,4.8,402.52
CA,202308,5.1,402.52
CA,202309,4.8,402.52
CA,202310,4.9,410.14
CA,202311,4.8,410.14
CA,202312,4.9,410.14
CA,202401,5.4,415.94
CA,202402,5.4,415.94
CA,202403,5.2,415.94
CA,202404,4.8,419.59
CA,202405,4.7,419.59
CA,202406,5.4,419.59
CA,202407,5.9,419.44
CA,202408,5.9,419.44
CA,202409,5.2,419.44
CA,202410,5.3,422.89
CA,202411,5.4,422.89
CA,202412,5.2,422.89
CA,202501,5.5,424.9
CA,202502,5.5,424.9
CA,202503,5.3,424.9
CO,199901,3.5,174.63
CO,199902,3.2,174.63
CO,199903,3.1,174.63
CO,199904,2.9,178.63
CO,199905,2.8,178.63
CO,199906,3.4,178.63
CO,199907,3.2,183.54
CO,199908,3.0,183.54
CO,199909,2.9,183.54
CO,199910,2.8,189.43
CO,199911,2.8,189.43
CO,199912,2.7,189.43
CO,200001,3.1,193.59
CO,200002,3.0,193.59
CO,200003,2.8,193.59
CO,200004,2.5,199.01
CO,200005,2.5,199.01
CO,200006,2.9,199.01
CO,200007,2.9,204.1
CO,200008,2.9,204.1
CO,200009,2.6,204.1
CO,200010,2.5,210.04
CO,200011,2.7,210.04
CO,200012,2.4,210.04
CO,200101,3.0,215.67
CO,200102,3.1,215.67
CO,200103,3.2,215.67
CO,200104,3.0,222.04
CO,200105,3.1,222.04
CO,200106,3.6,222.04
CO,200107,3.7,225.53
CO,200108,3.9,225.53
CO,200109,3.8,225.53
CO,200110,4.6,227.11
CO,200111,5.3,227.11
CO,200112,5.5,227.11
CO,200201,6.4,228.71
CO,200202,6.1,228.71
CO,200203,6.1,228.71
CO,200204,5.8,232.42
CO,200205,5.3,232.42
CO,200206,5.8,232.42
CO,200207,5.6,233.27
CO,200208,5.4,233.27
CO,200209,5.3,233.27
CO,200210,5.3,235.78
CO,200211,5.7,235.78
CO,200212,5.6,235.78
CO,200301,6.4,237.89
CO,200302,6.3,237.89
CO,200303,6.4,237.89
CO,200304,6.2,238.68
CO,200305,6.0,238.68
CO,200306,6.6,238.68
CO,200307,6.3,239.12
CO,200308,6.0,239.12
CO,200309,5.8,239.12
CO,200310,5.7,240.55
CO,200311,6.0,240.55
CO,200312,5.7,240.55
CO,200401,6.3,242.42
CO,200402,6.1,242.42
CO,200403,6.1,242.42
CO,200404,5.5,244.64
CO,200405,5.3,244.64
CO,200406,5.7,244.64
CO,200407,5.6,248.49
CO,200408,5.3,248.49
CO,200409,5.1,248.49
CO,200410,5.2,251.46
CO,200411,5.4,251.46
CO,200412,5.4,251.46
CO,200501,5.6,252.54
CO,200502,5.8,252.54
CO,200503,5.6,252.54
CO,200504,5.3,257.39
CO,200505,5.1,257.39
CO,200506,5.2,257.39
CO,200507,5.1,259.53
CO,200508,4.7,259.53
CO,200509,4.7,259.53
CO,200510,4.5,262.83
CO,200511,4.8,262.83
CO,200512,4.6,262.83
CO,200601,4.9,267.58
CO,200602,4.6,267.58
CO,200603,4.5,267.58
CO,200604,4.4,269.37
CO,200605,4.3,269.37
CO,200606,4.5,269.37
CO,200607,4.5,269.87
CO,200608,4.2,269.87
CO,200609,3.8,269.87
CO,200610,3.6,270.53
CO,200611,3.7,270.53
CO,200612,3.6,270.53
CO,200701,4.2,273.64
CO,200702,3.9,273.64
CO,200703,3.6,273.64
CO,200704,3.3,272.85
CO,200705,3.3,272.85
CO,200706,3.7,272.85
CO,200707,3.7,272.97
CO,200708,3.6,272.97
CO,200709,3.6,272.97
CO,200710,3.5,271.81
CO,200711,3.8,271.81
CO,200712,4.0,271.81
CO,200801,4.6,267.49
CO,200802,4.6,267.49
CO,200803,4.6,267.49
CO,200804,4.2,263.67
CO,200805,4.5,263.67
CO,200806,4.9,263.67
CO,200807,5.0,262.65
CO,200808,4.9,262.65
CO,200809,4.7,262.65
CO,200810,5.0,259.36
CO,200811,5.2,259.36
CO,200812,5.7,259.36
CO,200901,7.2,253.9
CO,200902,7.8,253.9
CO,200903,8.0,253.9
CO,200904,8.0,259.5
CO,200905,8.1,259.5
CO,200906,8.5,259.5
CO,200907,8.3,259.51
CO,200908,7.9,259.51
CO,200909,7.7,259.51
CO,200910,7.8,259.86
CO,200911,7.8,259.86
CO,200912,8.5,259.86
CO,201001,9.5,259.5
CO,201002,9.6,259.5
CO,201003,9.7,259.5
CO,201004,9.0,259.89
CO,201005,8.9,259.89
CO,201006,9.1,259.89
CO,201007,9.1,256.35
CO,201008,9.0,256.35
CO,201009,8.7,256.35
CO,201010,8.9,251.07
CO,201011,9.3,251.07
CO,201012,9.2,251.07
CO,201101,9.5,253.5
CO,201102,9.4,253.5
CO,201103,9.1,253.5
CO,201104,8.5,248.42
CO,201105,8.9,248.42
CO,201106,8.7,248.42
CO,201107,8.6,244.67
CO,201108,8.5,244.67
CO,201109,8.3,244.67
CO,201110,8.2,247.4
CO,201111,8.2,247.4
CO,201112,8.3,247.4
CO,201201,8.8,247.41
CO,201202,8.9,247.41
CO,201203,8.6,247.41
CO,201204,8.1,248.9
CO,201205,8.1,248.9
CO,201206,8.4,248.9
CO,201207,8.2,258.05
CO,201208,7.8,258.05
CO,201209,7.2,258.05
CO,201210,7.2,263.6
CO,201211,7.1,263.6
CO,201212,7.2,263.6
CO,201301,7.9,268.88
CO,201302,7.8,268.88
CO,201303,7.2,268.88
CO,201304,6.7,273.02
CO,201305,6.8,273.02
CO,201306,7.2,273.02
CO,201307,6.9,281.36
CO,201308,6.5,281.36
CO,201309,6.2,281.36
CO,201310,6.2,286.79
CO,201311,6.0,286.79
CO,201312,5.6,286.79
CO,201401,6.3,291.3
CO,201402,6.4,291.3
CO,201403,6.0,291.3
CO,201404,5.5,296.55
CO,201405,5.0,296.55
CO,201406,5.0,296.55
CO,201407,4.9,301.34
CO,201408,4.6,301.34
CO,201409,4.0,301.34
CO,201410,4.0,306.99
CO,201411,4.1,306.99
CO,201412,3.9,306.99
CO,201501,4.5,317.6
CO,201502,4.5,317.6
CO,201503,4.2,317.6
CO,201504,3.8,328.65
CO,201505,3.9,328.65
CO,201506,3.9,328.65
CO,201507,3.7,335.39
CO,201508,3.4,335.39
CO,201509,3.1,335.39
CO,201510,3.1,345.13
CO,201511,3.2,345.13
CO,201512,3.2,345.13
CO,201601,3.5,350.77
CO,201602,3.7,350.77
CO,201603,3.5,350.77
CO,201604,3.2,360.14
CO,201605,3.1,360.14
CO,201606,3.4,360.14
CO,201607,3.3,368.84
CO,201608,3.1,368.84
CO,201609,2.8,368.84
CO,201610,2.7,378.74
CO,201611,2.6,378.74
CO,201612,2.5,378.74
CO,201701,3.0,388.06
CO,201702,2.9,388.06
CO,201703,2.3,388.06
CO,201704,2.2,395.53
CO,201705,2.3,395.53
CO,201706,2.7,395.53
CO,201707,2.7,405.43
CO,201708,2.7,405.43
CO,201709,2.5,405.43
CO,201710,2.6,412.17
CO,201711,2.7,412.17
CO,201712,2.7,412.17
CO,201801,3.1,423.17
CO,201802,3.3,423.17
CO,201803,3.0,423.17
CO,201804,2.8,435.91
CO,201805,2.8,435.91
CO,201806,3.3,435.91
CO,201807,3.4,441.02
CO,201808,3.2,441.02
CO,201809,2.9,441.02
CO,201810,2.9,447.08
CO,201811,2.9,447.08
CO,201812,3.0,447.08
CO,201901,3.3,451.7
CO,201902,3.1,451.7
CO,201903,2.8,451.7
CO,201904,2.4,455.67
CO,201905,2.4,455.67
CO,201906,2.7,455.67
CO,201907,2.7,464.34
CO,201908,2.6,464.34
CO,201909,2.4,464.34
CO,201910,2.5,471.12
CO,201911,2.5,471.12
CO,201912,2.6,471.12
CO,202001,3.1,479.48
CO,202002,3.3,479.48
CO,202003,3.9,479.48
CO,202004,10.9,487.65
CO,202005,11.8,487.65
CO,202006,11.3,487.65
CO,202007,6.8,488.12
CO,202008,6.0,488.12
CO,202009,6.2,488.12
CO,202010,5.9,508.29
CO,202011,6.1,508.29
CO,202012,6.4,508.29
CO,202101,6.6,531.84
CO,202102,6.3,531.84
CO,202103,6.2,531.84
CO,202104,6.1,552.0
CO,202105,5.8,552.0
CO,202106,6.3,552.0
CO,202107,5.8,583.95
CO,202108,5.4,583.95
CO,202109,4.8,583.95
CO,202110,4.7,611.44
CO,202111,4.1,611.44
CO,202112,3.9,611.44
CO,202201,4.2,629.1
CO,202202,4.0,629.1
CO,202203,3.4,629.1
CO,202204,2.9,668.68
CO,202205,2.8,668.68
CO,202206,3.0,668.68
CO,202207,3.0,682.44
CO,202208,2.9,682.44
CO,202209,2.6,682.44
CO,202210,2.8,663.95
CO,202211,2.9,663.95
CO,202212,2.7,663.95
CO,202301,3.2,663.78
CO,202302,3.4,663.78
CO,202303,3.0,663.78
CO,202304,2.7,660.49
CO,202305,3.1,660.49
CO,202306,3.6,660.49
CO,202307,3.4,666.32
CO,202308,3.5,666.32
CO,202309,3.3,666.32
CO,202310,3.4,680.72
CO,202311,3.5,680.72
CO,202312,3.7,680.72
CO,202401,4.1,683.9
CO,202402,4.2,683.9
CO,202403,3.8,683.9
CO,202404,3.7,685.1
CO,202405,3.9,685.1
CO,202406,4.4,685.1
CO,202407,4.6,688.39
CO,202408,4.6,688.39
CO,202409,4.3,688.39
CO,202410,4.4,691.47
CO,202411,4.7,691.47
CO,202412,4.5,691.47
CO,202501,5.0,696.73
CO,202502,5.2,696.73
CO,202503,4.6,696.73
CT,199901,3.2,99.26
CT,199902,3.2,99.26
CT,199903,2.8,99.26
CT,199904,2.5,101.61
CT,199905,2.5,101.61
CT,199906,2.7,101.61
CT,199907,2.7,103.38
CT,199908,2.3,103.38
CT,199909,2.2,103.38
CT,199910,2.1,105.42
CT,199911,2.1,105.42
CT,199912,1.8,105.42
CT,200001,2.8,107.62
CT,200002,2.9,107.62
CT,200003,2.4,107.62
CT,200004,1.9,110.34
CT,200005,2.1,110.34
CT,200006,2.2,110.34
CT,200007,2.4,113.26
CT,200008,2.1,113.26
CT,200009,1.8,113.26
CT,200010,1.6,114.66
CT,200011,1.7,114.66
CT,200012,1.6,114.66
CT,200101,2.9,117.4
CT,200102,3.0,117.4
CT,200103,2.9,117.4
CT,200104,2.5,120.34
CT,200105,2.7,120.34
CT,200106,3.0,120.34
CT,200107,3.3,123.29
CT,200108,3.2,123.29
CT,200109,2.8,123.29
CT,200110,2.9,126.74
CT,200111,3.0,126.74
CT,200112,2.9,126.74
CT,200201,4.2,129.32
CT,200202,4.2,129.32
CT,200203,4.0,129.32
CT,200204,3.9,132.49
CT,200205,4.0,132.49
CT,200206,4.4,132.49
CT,200207,4.7,136.75
CT,200208,4.6,136.75
CT,200209,4.4,136.75
CT,200210,4.4,140.63
CT,200211,4.7,140.63
CT,200212,4.7,140.63
CT,200301,5.8,145.35
CT,200302,5.9,145.35
CT,200303,5.7,145.35
CT,200304,5.3,148.8
CT,200305,5.4,148.8
CT,200306,5.8,148.8
CT,200307,5.8,151.3
CT,200308,5.6,151.3
CT,200309,5.3,151.3
CT,200310,5.1,155.14
CT,200311,5.1,155.14
CT,200312,4.7,155.14
CT,200401,5.8,159.1
CT,200402,5.7,159.1
CT,200403,5.6,159.1
CT,200404,4.8,162.95
CT,200405,5.1,162.95
CT,200406,5.2,162.95
CT,200407,5.3,168.23
CT,200408,5.0,168.23
CT,200409,4.6,168.23
CT,200410,4.5,173.76
CT,200411,4.6,173.76
CT,200412,4.3,173.76
CT,200501,5.5,177.78
CT,200502,5.6,177.78
CT,200503,5.2,177.78
CT,200504,4.7,182.34
CT,200505,4.9,182.34
CT,200506,5.0,182.34
CT,200507,5.1,186.37
CT,200508,4.7,186.37
CT,200509,4.6,186.37
CT,200510,4.4,189.96
